name,synonym,path,
장로회신학대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_247.png,
장안대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_248.png,
전남과학대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_249.png,
전남대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_250.png,
전남도립대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_251.png,
전북과학대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_252.png,
전북대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_253.png,
전주교대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_254.png,
전주기전대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_255.png,
전주대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_256.png,
전주비전대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_257.png,
제주관광대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_258.png,
제주국제대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_259.png,
제주대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_260.png,
제주한라대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_261.png,
조선간호대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_262.png,
조선대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_263.png,
조선이공대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_264.png,
중부대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_265.png,
중앙대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_266.png,
중앙승가대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_267.png,
중원대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_268.png,
진주교대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_269.png,
진주보건대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_270.png,
차의과학대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_271.png,
창신대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_272.png,
창원대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_273.png,
